#progeny
#Accession
t21-4s-52-9608	T21-4S-52-9608
t21-4s-52-9608	T21-4S-52-9608
t21-4s-98-9608	T21-4S-98-9608
t21-4s-98-9608	T21-4S-98-9608
t21-5s-147-9604	T21-5S-147-9604
t21-5s-32-9617	T21-5S-32-9617
t21-5s-32-9617	T21-5S-32-9617
t21-5s-41-9617	T21-5S-41-9617
t21-5s-41-9617	T21-5S-41-9617
t21-5s-42-9617	T21-5S-42-9617
t21-5s-51-9602	T21-5S-51-9602
t21-5s-81-9617	T21-5S-81-9617
t21-5s-81-9617	T21-5S-81-9617
t21-5s-93-9604	T21-5S-93-9604
t21-5s-93-9604	T21-5S-93-9604
t21-6s-36-9602	T21-6S-36-9602
t21-6s-36-9602	T21-6S-36-9602
t21-6s-51-9602	T21-6S-51-9602
t21-6s-51-9602	T21-6S-51-9602
t21-6s-5-9602	T21-6S-5-9602
t21-6s-5-9602	T21-6S-5-9602
t21-6s-68-9602	T21-6S-68-9602
t21-6s-68-9602	T21-6S-68-9602
t21-6s-78-9603	T21-6S-78-9603
t21-7-41-9537	T21-7-41-9537
t21-7-41-9537	T21-7-41-9537
t21-7s-103-9602	T21-7S-103-9602
t21-7s-103-9602	T21-7S-103-9602
t21-7s-104-9602	T21-7S-104-9602
t21-7s-104-9602	T21-7S-104-9602
t21-7s-1-9618	T21-7S-1-9618
t21-7s-37-9602	T21-7S-37-9602
t21-7s-37-9602	T21-7S-37-9602
t21-7s-49-9602	T21-7S-49-9602
t21-7s-50-9602	T21-7S-50-9602
t21-7s-50-9602	T21-7S-50-9602
t21-7s-60-9602	T21-7S-60-9602
t21-7s-60-9602	T21-7S-60-9602
t21-7s-60-9602	T21-7S-60-9602
t21-7s-60-9602	T21-7S-60-9602
t21-7s-76-9602	T21-7S-76-9602
t21-7s-76-9602	T21-7S-76-9602
t21-7s-76-9602	T21-7S-76-9602
t21-7s-76-9602	T21-7S-76-9602
t21-7s-81-9602	T21-7S-81-9602
t21-7s-81-9602	T21-7S-81-9602
t21-8s-100-9618	T21-8S-100-9618
t21-8s-100-9618	T21-8S-100-9618
tsugaru	Tsugaru
tsugaru	Tsugaru
wsu1	WSU1
wsu1	WSU1
wsu1	WSU1
wsu1	WSU1
wsu16	WSU16
wsu16	WSU16
wsu17	WSU17
wsu17	WSU17
wsu17	WSU17
wsu17	WSU17
wsu2	WSU2
wsu2	WSU2
wsu2	WSU2
wsu2	WSU2
wsu20	WSU20
wsu20	WSU20
wsu21	WSU21
wsu21	WSU21
wsu22	WSU22
wsu22	WSU22
wsu23	WSU23
wsu23	WSU23
wsu24	WSU24
wsu24	WSU24
wsu25	WSU25
wsu25	WSU25
wsu26	WSU26
wsu26	WSU26
wsu27	WSU27
wsu27	WSU27
wsu28	WSU28
wsu28	WSU28
wsu29	WSU29
wsu3	WSU3
wsu3	WSU3
wsu3	WSU3
wsu3	WSU3
wsu3	WSU3
wsu3	WSU3
wsu3	WSU3
wsu3	WSU3
wsu30	WSU30
wsu30	WSU30
wsu30	WSU30
wsu34a	WSU34A
wsu34a	WSU34A
wsu36	WSU36
wsu4	WSU4
wsu5	WSU5
wsu5	WSU5
wsu5	WSU5
wsu5	WSU5
wsu5	WSU5
wsu5	WSU5
wsu6	WSU6
wsu6	WSU6
wsu6	WSU6
wsu6	WSU6
wsu7	WSU7
wsu7	WSU7
wsu7	WSU7
wsu7	WSU7
wsu8	WSU8
wsu8	WSU8
wsu9	WSU9
wsu9	WSU9
yataka	Yataka
zestar	Zestar
ambrosia	Ambrosia
ambrosia	Ambrosia
arlet	Arlet
arlet	Arlet
arlet	Arlet
autumngold	AutumnGold
autumngold	AutumnGold
bc-8m-15-10	Creston
bc-8m-15-10	Creston
bc-8ne-7-72	BC-8NE-7-72
bc-8ne-7-72	BC-8NE-7-72
bc-8s-27-43	BC-8S-27-43
bc-8s-27-43	BC-8S-27-43
bc-8s-27-43	BC-8S-27-43
bc-8s-27-43	BC-8S-27-43
cameo	Cameo
cameo	Cameo
chinook	Chinook
chinook	Chinook
cqr12-t50	CQR12-T50
cqr12-t50	CQR12-T50
cqr12-t50	CQR12-T50
crippspink	WSU97
cv12-10a-25-9623	CV12-10A-25-9623
cv12-10a-30-9623	CV12-10A-30-9623
cv12-10a-42-9623	CV12-10A-42-9623
cv12-10a-42-9623	CV12-10A-42-9623
cv12-10a-42-9623	CV12-10A-42-9623
cv12-10a-42-9623	CV12-10A-42-9623
cv12-10a-42-9623	CV12-10A-42-9623
cv12-10a-56-9645	CV12-10A-56-9645
cv12-10a-62-9623	CV12-10A-62-9623
cv12-10a-62-9623	CV12-10A-62-9623
cv12-10a-62-9623	CV12-10A-62-9623
cv12-10a-62-9623	CV12-10A-62-9623
cv12-10a-62-9623	CV12-10A-62-9623
cv12-10a-62-9623	CV12-10A-62-9623
cv12-10b-1-9620	CV12-10B-1-9620
cv12-10b-27-9620	CV12-10B-27-9620
cv12-10b-50-9646	CV12-10B-50-9646
cv12-10b-51-9646	CV12-10B-51-9646
cv12-10b-66-9650	CV12-10B-66-9650
cv12-10b-77-9650	CV12-10B-77-9650
cv12-11a-24-9623	CV12-11A-24-9623
cv12-11a-24-9623	CV12-11A-24-9623
cv12-11a-24-9623	CV12-11A-24-9623
cv12-11a-24-9623	CV12-11A-24-9623
cv12-11a-24-9623	CV12-11A-24-9623
cv12-11a-24-9623	CV12-11A-24-9623
cv12-11a-24-9623	CV12-11A-24-9623
cv12-11a-24-9623	CV12-11A-24-9623
cv12-11a-28-9623	CV12-11A-28-9623
cv12-11a-28-9623	CV12-11A-28-9623
cv12-11a-35-9623	CV12-11A-35-9623
cv12-11a-61-9623	CV12-11A-61-9623
cv12-11a-68-9623	CV12-11A-68-9623
cv12-11a-68-9623	CV12-11A-68-9623
cv12-11a-68-9623	CV12-11A-68-9623
cv12-11a-72-9623	CV12-11A-72-9623
cv12-11b-41-9650	CV12-11B-41-9650
cv12-11b-4-9650	CV12-11B-4-9650
cv12-11b-50-9650	CV12-11B-50-9650
cv12-11b-50-9650	CV12-11B-50-9650
cv12-11b-68-9650	CV12-11B-68-9650
cv12-12a-56-9645	CV12-12A-56-9645
cv12-12a-56-9645	CV12-12A-56-9645
cv12-14b-74-9622	CV12-14B-74-9622
cv12-18a-23-9729	CV12-18A-23-9729
cv12-18a-27-9729	CV12-18A-27-9729
cv12-18a-27-9729	CV12-18A-27-9729
cv12-18a-27-9729	CV12-18A-27-9729
cv12-18a-27-9729	CV12-18A-27-9729
cv12-18b-54-9735	CV12-18B-54-9735
cv12-19a-33-9728	CV12-19A-33-9728
cv12-19a-34-0109	CV12-19A-34-0109
cv12-19b-16-9735	CV12-19B-16-9735
cv12-19b-1-9735	CV12-19B-1-9735
cv12-19b-1-9735	CV12-19B-1-9735
cv12-19b-53-0000	CV12-19B-53-0000
cv12-19b-5-9735	CV12-19B-5-9735
cv12-1b-21-9734	CV12-1B-21-9734
cv12-1b-21-9734	CV12-1B-21-9734
cv12-1b-21-9734	CV12-1B-21-9734
cv12-1b-4-9734	CV12-1B-4-9734
cv12-1b-7-9734	CV12-1B-7-9734
cv12-1b-7-9734	CV12-1B-7-9734
cv12-20a-10-9728	CV12-20A-10-9728
cv12-20a-10-9728	CV12-20A-10-9728
cv12-20a-10-9728	CV12-20A-10-9728
cv12-20a-10-9728	CV12-20A-10-9728
cv12-20a-28-9728	CV12-20A-28-9728
cv12-20a-65-9728	CV12-20A-65-9728
cv12-21a-27-9727	CV12-21A-27-9727
cv12-21a-27-9727	CV12-21A-27-9727
cv12-21a-41-9727	CV12-21A-41-9727
cv12-21a-41-9727	CV12-21A-41-9727
cv12-21a-41-9727	CV12-21A-41-9727
cv12-21a-41-9727	CV12-21A-41-9727
cv12-21b-13-9714	CV12-21B-13-9714
cv12-21b-13-9714	CV12-21B-13-9714
cv12-21b-13-9714	CV12-21B-13-9714
cv12-23a-40-9723	CV12-23A-40-9723
cv12-23a-7-9723	CV12-23A-7-9723
cv12-24a-49-9718	CV12-24A-49-9718
cv12-24b-74-9537	CV12-24B-74-9537
cv12-25b-62-9621	CV12-25B-62-9621
cv12-25b-62-9621	CV12-25B-62-9621
cv12-25b-62-9621	CV12-25B-62-9621
cv12-25b-62-9621	CV12-25B-62-9621
cv12-25b-74-9621	CV12-25B-74-9621
cv12-27a-18-9712	CV12-27A-18-9712
cv12-27a-18-9712	CV12-27A-18-9712
cv12-27a-3-9712	CV12-27A-3-9712
cv12-27a-62-9712	CV12-27A-62-9712
cv12-27a-62-9712	CV12-27A-62-9712
cv12-28a-54-9705	CV12-28A-54-9705
cv12-28a-59-9705	CV12-28A-59-9705
cv12-29a-21-9725	CV12-29A-21-9725
cv12-29b-35-9601	CV12-29B-35-9601
cv12-29b-65-9601	CV12-29B-65-9601
cv12-31b-2-9619	CV12-31B-2-9619
cv12-31b-58-9619	CV12-31B-58-9619
cv12-31b-58-9619	CV12-31B-58-9619
cv12-31b-58-9619	CV12-31B-58-9619
cv12-31b-58-9619	CV12-31B-58-9619
cv12-31b-6-9619	CV12-31B-6-9619
cv12-31b-6-9619	CV12-31B-6-9619
cv12-31b-6-9619	CV12-31B-6-9619
cv12-33b-32-9814	CV12-33B-32-9814
cv12-33b-36-9814	CV12-33B-36-9814
cv12-34a-76-9741	CV12-34A-76-9741
cv12-34a-76-9741	CV12-34A-76-9741
cv12-36a-40-9651	CV12-36A-40-9651
cv12-36a-49-9651	CV12-36A-49-9651
cv12-37a-21-9703	CV12-37A-21-9703
cv12-38b-11-9528	CV12-38B-11-9528
cv12-39a-34-9628	CV12-39A-34-9628
cv12-39a-46-9528	CV12-39A-46-9528
cv12-3b-21-9734	CV12-3B-21-9734
cv12-3b-21-9734	CV12-3B-21-9734
cv12-40b-3-9649	CV12-40B-3-9649
cv12-41a-41-9702	CV12-41A-41-9702
cv12-43a-67-9734	CV12-43A-67-9734
cv12-43a-67-9734	CV12-43A-67-9734
cv12-43a-67-9734	CV12-43A-67-9734
cv12-43b-26-9810	CV12-43B-26-9810
cv12-5b-42-9624	CV12-5B-42-9624
cv12-5b-42-9624	CV12-5B-42-9624
cv12-5b-42-9624	CV12-5B-42-9624
cv12-5b-42-9624	CV12-5B-42-9624
cv12-5b-42-9624	CV12-5B-42-9624
cv12-5b-42-9624	CV12-5B-42-9624
cv12-5b-42-9624	CV12-5B-42-9624
cv12-5b-42-9624	CV12-5B-42-9624
cv12-6b-57-9624	CV12-6B-57-9624
cv12-6b-57-9624	CV12-6B-57-9624
cv12-6b-57-9624	CV12-6B-57-9624
cv12-6b-57-9624	CV12-6B-57-9624
cv12-6b-64-9624	CV12-6B-64-9624
cv12-6b-64-9624	CV12-6B-64-9624
cv12-7b-17-9624	CV12-7B-17-9624
cv12-7b-19-9624	CV12-7B-19-9624
cv12-7b-62-9624	CV12-7B-62-9624
cv12-7b-62-9624	CV12-7B-62-9624
cv12-7b-71-9620	CV12-7B-71-9620
cv12-8b-6-9620	CV12-8B-6-9620
cv12-8b-74-9620	CV12-8B-74-9620
cv12-8b-75-9620	CV12-8B-75-9620
cv12-9b-11-9620	CV12-9B-11-9620
cv12-9b-11-9620	CV12-9B-11-9620
cv12-9b-3-9620	CV12-9B-3-9620
cv12-9b-3-9620	CV12-9B-3-9620
cv12-9b-3-9620	CV12-9B-3-9620
cv12-9b-3-9620	CV12-9B-3-9620
cv12-9b-41-9620	CV12-9B-41-9620
cv12-9b-41-9620	CV12-9B-41-9620
cv12-9b-41-9620	CV12-9B-41-9620
cv12-9b-41-9620	CV12-9B-41-9620
cv16-0000-9703	CV16-0000-9703
cv16-10-1-10-9734	CV16-10-1-10-9734
cv16-10-1-12-9734	CV16-10-1-12-9734
cv16-10-2-14-9733	CV16-10-2-14-9733
cv16-10-2-15-9733	CV16-10-2-15-9733
cv16-10-2-1-9735	CV16-10-2-1-9735
cv16-10-2-2-9735	CV16-10-2-2-9735
cv16-10-2-2-9735	CV16-10-2-2-9735
cv16-10-2-3-9735	CV16-10-2-3-9735
cv16-10-2-3-9735	CV16-10-2-3-9735
cv16-10-2-4-9735	CV16-10-2-4-9735
cv16-10-2-4-9735	CV16-10-2-4-9735
cv16-10-2-4-9735	CV16-10-2-4-9735
cv16-10-2-4-9735	CV16-10-2-4-9735
cv16-10-3-11-9703	CV16-10-3-11-9703
cv16-10-3-11-9703	CV16-10-3-11-9703
cv16-10-3-11-9703	CV16-10-3-11-9703
cv16-10-3-12-9703	CV16-10-3-12-9703
cv16-10-3-13-9703	CV16-10-3-13-9703
cv16-10-3-14-9703	CV16-10-3-14-9703
cv16-10-3-9-9703	CV16-10-3-9-9703
cv16-10-3-9-9703	CV16-10-3-9-9703
cv16-10-4-12-9734	CV16-10-4-12-9734
cv16-10-4-13-9734	CV16-10-4-13-9734
cv16-10-4-8-9734	CV16-10-4-8-9734
cv16-10-4-8-9734	CV16-10-4-8-9734
cv16-11-1-14-9734	CV16-11-1-14-9734
cv16-11-1-4-9537	CV16-11-1-4-9537
cv16-1-1-1-9703	CV16-1-1-1-9703
cv16-11-2-10-9733	CV16-11-2-10-9733
cv16-11-2-12-9733	CV16-11-2-12-9733
cv16-11-2-8-9733	CV16-11-2-8-9733
cv16-1-1-2-9735	CV16-1-1-2-9735
cv16-11-2-9-9733	CV16-11-2-9-9733
cv16-11-3-15-9703	CV16-11-3-15-9703
cv16-11-3-1-9735	CV16-11-3-1-9735
cv16-11-3-1-9735	CV16-11-3-1-9735
cv16-11-3-1-9735	CV16-11-3-1-9735
cv16-11-3-1-9735	CV16-11-3-1-9735
cv16-11-3-2-9735	CV16-11-3-2-9735
cv16-11-3-3-9735	CV16-11-3-3-9735
cv16-11-3-4-9735	CV16-11-3-4-9735
cv16-11-3-5-9735	CV16-11-3-5-9735
cv16-1-1-3-9703	CV16-1-1-3-9703
cv16-11-4-15-9735	CV16-11-4-15-9735
cv16-11-4-1-9734	CV16-11-4-1-9734
cv16-11-4-3-9734	CV16-11-4-3-9734
cv16-11-4-5-9734	CV16-11-4-5-9734
cv16-11-4-6-9734	CV16-11-4-6-9734
cv16-1-1-6-9703	CV16-1-1-6-9703
cv16-1-1-8-9702	CV16-1-1-8-9702
cv16-1-2-10-9703	CV16-1-2-10-9703
cv16-12-1-10-9537	CV16-12-1-10-9537
cv16-1-2-11-9703	CV16-1-2-11-9703
cv16-1-2-12-9703	CV16-1-2-12-9703
cv16-1-2-13-9703	CV16-1-2-13-9703
cv16-1-2-14-9703	CV16-1-2-14-9703
cv16-1-2-15-9703	CV16-1-2-15-9703
cv16-12-1-6-9537	CV16-12-1-6-9537
cv16-12-1-9-9537	CV16-12-1-9-9537
cv16-12-2-2-9733	CV16-12-2-2-9733
cv16-12-2-3-9733	CV16-12-2-3-9733
cv16-12-2-4-9733	CV16-12-2-4-9733
cv16-12-2-6-9733	CV16-12-2-6-9733
cv16-12-2-7-9733	CV16-12-2-7-9733
cv16-12-3-10-9735	CV16-12-3-10-9735
cv16-12-3-6-9735	CV16-12-3-6-9735
cv16-12-3-7-9735	CV16-12-3-7-9735
cv16-12-3-9-9735	CV16-12-3-9-9735
cv16-12-4-10-9735	CV16-12-4-10-9735
cv16-12-4-11-9735	CV16-12-4-11-9735
cv16-12-4-12-9735	CV16-12-4-12-9735
cv16-12-4-13-9735	CV16-12-4-13-9735
cv16-12-4-8-9735	CV16-12-4-8-9735
cv16-12-4-9-9735	CV16-12-4-9-9735
cv16-1-2-7-9528	CV16-1-2-7-9528
cv16-1-2-9-9703	CV16-1-2-9-9703
cv16-13-1-12-9733	CV16-13-1-12-9733
cv16-13-1-15-9537	CV16-13-1-15-9537
cv16-13-1-1-9733	CV16-13-1-1-9733
cv16-1-3-11-9735	CV16-1-3-11-9735
cv16-1-3-11-9735	CV16-1-3-11-9735
cv16-13-2-11-9702	CV16-13-2-11-9702
cv16-13-2-12-9702	CV16-13-2-12-9702
cv16-13-2-13-9702	CV16-13-2-13-9702
cv16-13-2-14-9702	CV16-13-2-14-9702
cv16-13-2-15-9702	CV16-13-2-15-9702
cv16-13-2-15-9702	CV16-13-2-15-9702
cv16-13-2-1-9733	CV16-13-2-1-9733
cv16-1-3-2-9733	CV16-1-3-2-9733
cv16-13-3-12-9735	CV16-13-3-12-9735
cv16-13-3-12-9735	CV16-13-3-12-9735
cv16-13-3-13-9735	CV16-13-3-13-9735
cv16-13-3-14-9735	CV16-13-3-14-9735
cv16-13-3-1-9722	CV16-13-3-1-9722
cv16-13-3-2-9722	CV16-13-3-2-9722
cv16-13-4-1-9735	CV16-13-4-1-9735
cv16-13-4-1-9735	CV16-13-4-1-9735
cv16-13-4-2-9735	CV16-13-4-2-9735
cv16-13-4-3-9735	CV16-13-4-3-9735
cv16-13-4-4-9735	CV16-13-4-4-9735
cv16-13-4-5-9735	CV16-13-4-5-9735
cv16-13-4-6-9735	CV16-13-4-6-9735
cv16-13-4-6-9735	CV16-13-4-6-9735
cv16-13-4-6-9735	CV16-13-4-6-9735
cv16-13-4-7-9735	CV16-13-4-7-9735
cv16-14-1-3-9733	CV16-14-1-3-9733
cv16-14-1-5-9733	CV16-14-1-5-9733
cv16-14-1-6-9733	CV16-14-1-6-9733
cv16-14-1-7-9733	CV16-14-1-7-9733
cv16-14-2-10-9702	CV16-14-2-10-9702
cv16-14-2-5-9702	CV16-14-2-5-9702
cv16-14-2-6-9702	CV16-14-2-6-9702
cv16-14-2-7-9702	CV16-14-2-7-9702
cv16-14-2-8-9702	CV16-14-2-8-9702
cv16-14-2-9-9702	CV16-14-2-9-9702
cv16-14-3-3-9722	CV16-14-3-3-9722
cv16-14-3-4-9722	CV16-14-3-4-9722
cv16-14-3-5-9722	CV16-14-3-5-9722
cv16-14-3-6-9722	CV16-14-3-6-9722
cv16-14-3-7-9722	CV16-14-3-7-9722
cv16-14-3-8-9722	CV16-14-3-8-9722
cv16-14-4-10-9537	CV16-14-4-10-9537
cv16-14-4-11-9537	CV16-14-4-11-9537
cv16-14-4-13-9537	CV16-14-4-13-9537
cv16-14-4-14-9537	CV16-14-4-14-9537
cv16-14-4-15-9537	CV16-14-4-15-9537
cv16-14-4-9-9537	CV16-14-4-9-9537
cv16-15-1-10-9733	CV16-15-1-10-9733
cv16-15-1-11-9733	CV16-15-1-11-9733
cv16-15-1-12-9733	CV16-15-1-12-9733
cv16-15-1-13-9733	CV16-15-1-13-9733
cv16-15-2-14-9537	CV16-15-2-14-9537
cv16-15-2-1-9702	CV16-15-2-1-9702
cv16-15-2-2-9702	CV16-15-2-2-9702
cv16-15-2-3-9702	CV16-15-2-3-9702
cv16-15-2-4-9703	CV16-15-2-4-9703
cv16-15-3-1-9737	CV16-15-3-1-9737
cv16-15-3-2-9737	CV16-15-3-2-9737
cv16-15-3-3-9737	CV16-15-3-3-9737
cv16-15-3-5-9737	CV16-15-3-5-9737
cv16-15-3-6-9737	CV16-15-3-6-9737
cv16-15-3-7-9737	CV16-15-3-7-9737
cv16-15-4-3-9537	CV16-15-4-3-9537
cv16-15-4-5-9537	CV16-15-4-5-9537
cv16-15-4-8-9537	CV16-15-4-8-9537
cv16-16-1-15-9733	CV16-16-1-15-9733
cv16-16-1-1-9702	CV16-16-1-1-9702
cv16-16-1-2-9702	CV16-16-1-2-9702
cv16-16-1-3-9702	CV16-16-1-3-9702
cv16-16-1-4-9702	CV16-16-1-4-9702
cv16-16-2-10-9537	CV16-16-2-10-9537
cv16-16-2-11-9537	CV16-16-2-11-9537
cv16-16-2-12-9537	CV16-16-2-12-9537
cv16-16-2-13-9537	CV16-16-2-13-9537
cv16-16-2-8-9537	CV16-16-2-8-9537
cv16-16-2-9-9537	CV16-16-2-9-9537
cv16-16-3-1-9528	CV16-16-3-1-9528
cv16-16-3-2-9528	CV16-16-3-2-9528
cv16-16-3-3-9528	CV16-16-3-3-9528
cv16-16-3-4-9528	CV16-16-3-4-9528
cv16-16-3-5-9528	CV16-16-3-5-9528
cv16-16-3-6-9528	CV16-16-3-6-9528
cv16-16-4-1-9537	CV16-16-4-1-9537
cv16-16-4-2-9537	CV16-16-4-2-9537
cv16-16-4-4-9722	CV16-16-4-4-9722
cv16-16-4-5-9722	CV16-16-4-5-9722
cv16-16-4-6-9722	CV16-16-4-6-9722
cv16-16-4-7-9722	CV16-16-4-7-9722
cv16-16-4-8-9722	CV16-16-4-8-9722
cv16-17-1-10-9702	CV16-17-1-10-9702
cv16-17-1-8-9702	CV16-17-1-8-9702
cv16-17-1-9-9702	CV16-17-1-9-9702
cv16-17-2-2-9537	CV16-17-2-2-9537
cv16-17-2-3-9537	CV16-17-2-3-9537
cv16-17-2-4-9537	CV16-17-2-4-9537
cv16-17-2-5-9537	CV16-17-2-5-9537
cv16-17-2-6-9537	CV16-17-2-6-9537
cv16-17-3-11-9528	CV16-17-3-11-9528
cv16-17-3-12-9528	CV16-17-3-12-9528
cv16-17-3-7-9528	CV16-17-3-7-9528
cv16-17-3-8-9528	CV16-17-3-8-9528
cv16-17-4-1-9722	CV16-17-4-1-9722
cv16-17-4-2-9722	CV16-17-4-2-9722
cv16-17-4-3-9722	CV16-17-4-3-9722
cv16-17-4-5-9737	CV16-17-4-5-9737
cv16-18-1-12-9702	CV16-18-1-12-9702
cv16-18-1-13-9702	CV16-18-1-13-9702
cv16-18-1-15-9702	CV16-18-1-15-9702
cv16-18-1-1-9722	CV16-18-1-1-9722
cv16-18-1-1-9722	CV16-18-1-1-9722
cv16-18-2-11-9528	CV16-18-2-11-9528
cv16-18-2-12-9528	CV16-18-2-12-9528
cv16-18-2-13-9528	CV16-18-2-13-9528
cv16-18-2-14-9528	CV16-18-2-14-9528
cv16-18-2-15-9528	CV16-18-2-15-9528
cv16-18-2-1-9537	CV16-18-2-1-9537
cv16-18-3-14-9528	CV16-18-3-14-9528
cv16-18-3-15-9528	CV16-18-3-15-9528
cv16-18-3-15-9528	CV16-18-3-15-9528
cv16-18-3-1-9702	CV16-18-3-1-9702
cv16-18-3-2-9702	CV16-18-3-2-9702
cv16-18-3-3-9702	CV16-18-3-3-9702
cv16-18-3-4-9702	CV16-18-3-4-9702
cv16-18-4-13-9733	CV16-18-4-13-9733
cv16-18-4-14-9733	CV16-18-4-14-9733
cv16-18-4-15-9733	CV16-18-4-15-9733
cv16-18-4-15-9733	CV16-18-4-15-9733
cv16-18-4-1-9737	CV16-18-4-1-9737
cv16-18-4-1-9737	CV16-18-4-1-9737
cv16-18-4-2-9737	CV16-18-4-2-9737
cv16-18-4-3-9737	CV16-18-4-3-9737
cv16-19-1-14-9702	CV16-19-1-14-9702
cv16-19-1-6-9722	CV16-19-1-6-9722
cv16-19-1-7-9722	CV16-19-1-7-9722
cv16-19-1-8-9722	CV16-19-1-8-9722
cv16-19-2-10-9528	CV16-19-2-10-9528
cv16-19-2-10-9528	CV16-19-2-10-9528
cv16-19-2-5-9528	CV16-19-2-5-9528
cv16-19-2-6-9528	CV16-19-2-6-9528
cv16-19-2-7-9528	CV16-19-2-7-9528
cv16-19-2-8-9528	CV16-19-2-8-9528
cv16-19-2-9-9528	CV16-19-2-9-9528
cv16-19-3-5-9702	CV16-19-3-5-9702
cv16-19-3-6-9702	CV16-19-3-6-9702
cv16-19-3-8-9702	CV16-19-3-8-9702
cv16-19-3-9-9702	CV16-19-3-9-9702
cv16-19-4-10-9733	CV16-19-4-10-9733
cv16-19-4-11-9733	CV16-19-4-11-9733
cv16-19-4-12-9733	CV16-19-4-12-9733
cv16-19-4-6-9733	CV16-19-4-6-9733
cv16-19-4-7-9733	CV16-19-4-7-9733
cv16-19-4-8-9733	CV16-19-4-8-9733
cv16-19-4-9-9733	CV16-19-4-9-9733
cv16-20-1-4-9737	CV16-20-1-4-9737
cv16-20-1-5-9737	CV16-20-1-5-9737
cv16-20-1-6-9737	CV16-20-1-6-9737
cv16-20-1-6-9737	CV16-20-1-6-9737
cv16-20-2-2-9528	CV16-20-2-2-9528
cv16-20-2-3-9528	CV16-20-2-3-9528
cv16-20-2-3-9528	CV16-20-2-3-9528
cv16-20-2-4-9528	CV16-20-2-4-9528
cv16-20-3-10-9702	CV16-20-3-10-9702
cv16-20-3-10-9702	CV16-20-3-10-9702
cv16-20-3-10-9702	CV16-20-3-10-9702
cv16-20-3-10-9702	CV16-20-3-10-9702
cv16-20-3-11-9702	CV16-20-3-11-9702
cv16-20-3-12-9702	CV16-20-3-12-9702
cv16-20-3-13-9702	CV16-20-3-13-9702
cv16-20-3-14-9702	CV16-20-3-14-9702
cv16-20-3-14-9702	CV16-20-3-14-9702
cv16-20-3-15-9702	CV16-20-3-15-9702
cv16-20-4-1-9733	CV16-20-4-1-9733
cv16-20-4-2-9733	CV16-20-4-2-9733
cv16-20-4-4-9733	CV16-20-4-4-9733
cv16-2-1-10-9703	CV16-2-1-10-9703
cv16-2-1-11-9703	CV16-2-1-11-9703
cv16-2-1-12-9703	CV16-2-1-12-9703
cv16-2-1-6-9528	CV16-2-1-6-9528
cv16-2-1-7-9703	CV16-2-1-7-9703
cv16-2-1-9-9703	CV16-2-1-9-9703
cv16-2-1-9-9703	CV16-2-1-9-9703
cv16-2-2-4-9703	CV16-2-2-4-9703
cv16-2-2-5-9703	CV16-2-2-5-9703
cv16-2-2-6-9703	CV16-2-2-6-9703
cv16-2-2-7-9703	CV16-2-2-7-9703
cv16-2-2-8-9703	CV16-2-2-8-9703
cv16-2-3-10-9733	CV16-2-3-10-9733
cv16-2-3-11-9733	CV16-2-3-11-9733
cv16-2-3-15-9702	CV16-2-3-15-9702
cv16-2-3-2-9733	CV16-2-3-2-9733
cv16-2-3-2-9733	CV16-2-3-2-9733
cv16-2-3-3-9733	CV16-2-3-3-9733
cv16-2-3-4-9537	CV16-2-3-4-9537
cv16-2-3-5-9733	CV16-2-3-5-9733
cv16-2-3-6-9733	CV16-2-3-6-9733
cv16-2-3-7-9733	CV16-2-3-7-9733
cv16-2-3-7-9733	CV16-2-3-7-9733
cv16-2-3-8-9734	CV16-2-3-8-9734
cv16-2-3-9-9733	CV16-2-3-9-9733
cv16-3-1-13-9703	CV16-3-1-13-9703
cv16-3-1-14-9702	CV16-3-1-14-9702
cv16-3-1-14-9703	CV16-3-1-14-9703
cv16-3-1-3-9735	CV16-3-1-3-9735
cv16-3-2-1-9703	CV16-3-2-1-9703
cv16-3-2-2-9703	CV16-3-2-2-9703
cv16-3-2-5-9737	CV16-3-2-5-9737
cv16-3-2-7-9737	CV16-3-2-7-9737
cv16-3-3-12-9733	CV16-3-3-12-9733
cv16-3-3-14-9733	CV16-3-3-14-9733
cv16-3-3-15-9733	CV16-3-3-15-9733
cv16-3-3-1-9734	CV16-3-3-1-9734
cv16-3-4-10-9528	CV16-3-4-10-9528
cv16-3-4-11-9528	CV16-3-4-11-9528
cv16-3-4-12-9528	CV16-3-4-12-9528
cv16-3-4-13-9528	CV16-3-4-13-9528
cv16-3-4-14-9528	CV16-3-4-14-9528
cv16-3-4-9-9528	CV16-3-4-9-9528
cv16-4-1-4-9735	CV16-4-1-4-9735
cv16-4-1-6-9735	CV16-4-1-6-9735
cv16-4-1-7-9735	CV16-4-1-7-9735
cv16-4-1-9-9735	CV16-4-1-9-9735
cv16-4-2-2-9737	CV16-4-2-2-9737
cv16-4-2-2-9737	CV16-4-2-2-9737
cv16-4-2-6-9722	CV16-4-2-6-9722
cv16-4-2-7-9722	CV16-4-2-7-9722
cv16-4-2-8-9722	CV16-4-2-8-9722
cv16-4-3-00-9734	CV16-4-3-00-9734
cv16-4-3-4-9734	CV16-4-3-4-9734
cv16-4-3-5-9734	CV16-4-3-5-9734
cv16-4-3-7-9734	CV16-4-3-7-9734
cv16-4-3-8-9734	CV16-4-3-8-9734
cv16-4-4-2-9528	CV16-4-4-2-9528
cv16-4-4-3-9528	CV16-4-4-3-9528
cv16-4-4-4-9528	CV16-4-4-4-9528
